20595117	0.857143
30559999	0.947368
35004134	0.944444
35985708	0.233032
36642996	0.868116
38491967	1
38672733	0.888889
39134375	0.92
39569598	1
41012519	0.8
42800127	0.666667
43546353	1
45041039	0.947368
45193257	0.875
45273033	0.875
45284807	0.96
46134316	0.842105
46983871	0.923077
49042814	0.857143
49115690	0.875
49148452	0.941176
49202417	0.846154
49273674	0.961538
49355567	0.916667
49447323	0.857143
49693975	1
49750558	0.857143
49786731	0.912621
49992211	0.869565
50057481	0.969697
50068216	0.793103
50122160	0.923077
50199793	0.96694
50378566	0.857143
50389232	0.857143
50592435	0.620192
50608834	0.9
50652563	0.888889
50702879	0.913043
50732546	0.833333
50736950	0.5
50761804	0.873398
50774468	0.857143
50776149	0.846154
50881246	0.941176
50895620	0.941176
50913245	1
50941451	0.9
51010391	0.866667
51065232	0.597298
51110953	0.777778
51142763	0.95
51145127	0.8
51147790	0.935221
51199159	0.818182
51210331	0.896552
51243012	0.846154
51247650	0.917808
51325095	0.931034
51379338	0.928571
51809405	0.875
51915884	0.857143
51917998	0.971927
51934027	0.888889
51987970	0.979167
52008531	0.8
52012289	0.908034
52173832	0.75
52223435	0.8
52254603	0.814815
52266433	0.947368
52447634	0.923077
52476938	0.888889
52496677	0.9
52500542	1
52517734	0.931034
52564468	0.9
52615377	0.928571
52697458	0.854692
52706646	0.75
52753467	0.980741
52774618	0.968354
52793250	1
52797744	1
52830980	0.97822
52845727	0.8
52894384	0.888889
52938698	0.875
52947077	0.857143
52966385	1
53008075	0.571429
53009736	0.954545
53016962	0.944752
53037408	1
53047425	0.9
53052943	0.909091
53071109	0.761905
53072811	0.983193
53082946	0.95
53084107	1
