6	5	6	1
49	5	51	0.960784
3	5	3	1
2	5	2	1
5	5	5	1
0	5	0	0
7	5	7	1
4	5	4	1
4	5	4	1
5	5	8	0.625
8	5	8	1
4	4	4	1
2	5	3	0.666667
0	5	0	0
13	5	14	0.928571
0	5	0	0
5	5	5	1
84	5	91	0.923077
3	5	3	1
7	5	10	0.7
8	5	10	0.8
3	5	3	1
18	5	22	0.818182
5	5	7	0.714286
3	5	3	1
5	5	5	1
1	5	1	1
212	5	225	0.942222
0	5	0	0
1	5	1	1
1	5	1	1
20	5	21	0.952381
16	3	21	0.761905
13	5	13	1
6	5	6	1
27	5	30	0.9
11	5	16	0.6875
7	5	8	0.875
14	5	16	0.875
25	5	41	0.609756
4	4	4	1
0	5	0	0
8	5	8	1
0	5	0	0
0	5	0	0
55	5	56	0.982143
15	5	15	1
11	5	11	1
0	5	0	0
21	5	28	0.75
102	5	108	0.944444
3	5	3	1
14	5	16	0.875
0	5	0	0
5	5	5	1
18	3	19	0.947368
2	5	2	1
0	5	0	0
39	5	39	1
189	5	194	0.974227
69	5	70	0.985714
0	5	0	0
1	5	1	1
2	5	2	1
0	5	0	0
1	5	1	1
18	5	19	0.947368
9	5	11	0.818182
15	5	17	0.882353
7	5	7	1
2	5	2	1
15	5	15	1
20	5	21	0.952381
7	5	7	1
8	5	8	1
3	5	3	1
4	5	4	1
5	5	5	1
5	5	8	0.625
30	5	30	1
4	5	5	0.8
8	5	8	1
6	5	7	0.857143
47	5	50	0.94
2	5	3	0.666667
1	5	1	1
23	5	23	1
4	5	4	1
0	5	0	0
1	5	1	1
2	5	2	1
5	5	5	1
47	5	50	0.94
13	5	15	0.866667
8	5	8	1
86	5	90	0.955556
3	5	3	1
9	5	9	1
2	5	2	1
9	5	9	1
13	5	15	0.866667
26	5	27	0.962963
0	5	0	0
0	5	0	0
17	5	18	0.944444
4	5	4	1
26	5	26	1
151	5	158	0.955696
0	5	2	0
14	4	14	1
6	5	6	1
5	5	5	1
37	5	40	0.925
28	4	30	0.933333
7	5	8	0.875
6	5	6	1
23	5	23	1
4	5	4	1
17	5	18	0.944444
0	5	0	0
3	5	3	1
4	5	5	0.8
8	5	10	0.8
10	5	11	0.909091
10	5	10	1
79	5	80	0.9875
0	5	1	0
5	4	6	0.833333
4	5	5	0.8
8	5	9	0.888889
10	4	11	0.909091
67	5	69	0.971014
6	5	6	1
171	5	175	0.977143
12	4	12	1
21	5	24	0.875
0	5	0	0
21	1	52	0.403846
107	5	111	0.963964
0	5	0	0
20	5	22	0.909091
4	5	5	0.8
28	5	37	0.756757
4	5	5	0.8
7	5	8	0.875
5	5	6	0.833333
19	5	19	1
0	5	1	0
5	5	5	1
4	5	4	1
6	5	6	1
3	5	3	1
7	5	7	1
11	1	32	0.34375
2	5	2	1
8	4	10	0.8
43	4	47	0.914894
15	1	41	0.365854
5	5	6	0.833333
17	5	17	1
0	5	0	0
