1	5	1	1
18	5	23	0.782609
11	5	11	1
2	5	3	0.666667
28	5	30	0.933333
3	4	3	1
17	5	17	1
2	5	2	1
17	5	19	0.894737
7	5	10	0.7
5	5	6	0.833333
0	4	0	0
0	5	0	0
13	5	13	1
12	5	12	1
11	5	11	1
3	5	3	1
0	5	0	0
1	5	1	1
8	5	9	0.888889
6	5	8	0.75
11	5	11	1
15	5	18	0.833333
5	5	5	1
15	5	16	0.9375
21	5	21	1
10	5	11	0.909091
5	5	6	0.833333
12	5	13	0.923077
0	5	0	0
10	5	10	1
3	5	4	0.75
5	5	8	0.625
5	5	5	1
2	5	2	1
0	5	0	0
2	5	2	1
0	5	0	0
10	5	12	0.833333
2	5	4	0.5
3	5	4	0.75
2	5	2	1
43	5	44	0.977273
17	5	18	0.944444
58	5	60	0.966667
3	5	3	1
3	5	7	0.428571
7	5	7	1
7	5	9	0.777778
39	5	41	0.95122
9	5	9	1
10	5	13	0.769231
54	5	55	0.981818
20	5	36	0.555556
3	5	10	0.3
5	5	5	1
5	5	11	0.454545
11	3	15	0.733333
0	5	0	0
5	5	6	0.833333
12	5	12	1
4	5	9	0.444444
10	5	20	0.5
8	5	8	1
9	5	11	0.818182
4	5	4	1
15	5	23	0.652174
3	5	3	1
14	5	17	0.823529
9	5	11	0.818182
1	5	2	0.5
9	5	12	0.75
22	5	23	0.956522
1	5	1	1
5	5	5	1
11	4	13	0.846154
5	5	5	1
10	4	14	0.714286
10	5	10	1
27	5	28	0.964286
124	5	132	0.939394
75	4	86	0.872093
12	5	12	1
6	4	8	0.75
1	5	1	1
3	5	4	0.75
3	5	4	0.75
11	5	11	1
27	5	28	0.964286
5	5	6	0.833333
11	5	13	0.846154
14	5	14	1
4	5	4	1
15	5	16	0.9375
4	5	5	0.8
2	5	2	1
3	5	3	1
20	5	21	0.952381
7	5	7	1
13	5	13	1
15	5	15	1
28	5	28	1
42	5	42	1
46	5	47	0.978723
17	5	17	1
2	5	2	1
4	5	4	1
14	5	14	1
2	5	2	1
8	5	8	1
5	5	5	1
3	5	4	0.75
5	5	5	1
1	5	1	1
10	5	11	0.909091
18	5	18	1
11	5	11	1
62	5	68	0.911765
13	5	13	1
2	5	2	1
1	5	1	1
6	5	7	0.857143
13	5	13	1
7	4	9	0.777778
10	5	20	0.5
4	4	4	1
12	5	12	1
23	5	23	1
5	5	5	1
12	5	14	0.857143
5	4	8	0.625
6	4	6	1
0	5	0	0
5	4	5	1
40	5	40	1
1	5	2	0.5
3	4	4	0.75
5	5	5	1
0	4	0	0
3	5	3	1
53	5	53	1
5	5	5	1
38	5	39	0.974359
51	5	52	0.980769
2	5	2	1
41	5	41	1
5	5	5	1
65	5	67	0.970149
10	4	11	0.909091
3	5	3	1
5	5	5	1
3	5	3	1
4	5	5	0.8
19	4	19	1
4	5	4	1
17	5	19	0.894737
0	5	0	0
23	5	23	1
3	4	3	1
6	5	10	0.6
2	5	8	0.25
60	5	62	0.967742
2	5	2	1
28	5	38	0.736842
3	5	8	0.375
8	5	8	1
13	5	13	1
27	5	27	1
19	5	19	1
2	5	2	1
2	5	2	1
36	5	36	1
6	5	6	1
2	5	3	0.666667
5	5	6	0.833333
11	5	11	1
3	5	3	1
10	5	10	1
0	5	0	0
1	5	1	1
4	5	4	1
20	5	20	1
7	5	7	1
5	5	5	1
7	5	7	1
4	4	4	1
5	5	5	1
0	5	0	0
3	5	3	1
7	5	7	1
5	5	6	0.833333
42	5	42	1
6	5	6	1
4	5	4	1
44	5	46	0.956522
1	5	2	0.5
7	4	8	0.875
35	4	37	0.945946
32	5	34	0.941176
12	5	21	0.571429
8	5	8	1
9	4	11	0.818182
11	4	13	0.846154
11	5	11	1
14	5	15	0.933333
47	5	48	0.979167
3	5	4	0.75
7	5	7	1
42	5	43	0.976744
30	5	33	0.909091
6	5	7	0.857143
12	5	12	1
3	5	4	0.75
12	5	12	1
8	5	8	1
44	5	50	0.88
5	5	5	1
7	5	9	0.777778
8	5	8	1
7	5	7	1
6	5	7	0.857143
10	5	11	0.909091
21	5	23	0.913043
3	5	3	1
7	5	7	1
87	5	88	0.988636
44	5	44	1
4	5	4	1
2	5	2	1
7	5	9	0.777778
12	5	12	1
29	5	29	1
5	5	5	1
20	5	20	1
17	5	17	1
6	5	6	1
40	5	40	1
3	5	3	1
3	4	5	0.6
12	4	17	0.705882
1	5	2	0.5
1	5	1	1
2	5	2	1
0	5	0	0
4	5	4	1
24	5	25	0.96
0	5	0	0
4	5	4	1
6	5	8	0.75
7	4	7	1
18	5	18	1
73	5	79	0.924051
25	4	28	0.892857
4	5	4	1
65	4	65	1
3	5	3	1
1	5	1	1
1	5	1	1
4	5	4	1
43	4	43	1
49	5	50	0.98
10	5	10	1
23	5	23	1
47	5	49	0.959184
15	5	16	0.9375
30	5	31	0.967742
252	5	273	0.923077
4	5	4	1
12	5	12	1
25	5	26	0.961538
8	5	11	0.727273
33	5	33	1
20	5	20	1
17	5	19	0.894737
15	5	16	0.9375
1	5	1	1
20	5	22	0.909091
1	5	1	1
2	5	2	1
42	5	43	0.976744
6	5	6	1
5	5	5	1
2	5	2	1
13	5	18	0.722222
0	4	0	0
45	5	47	0.957447
43	5	44	0.977273
18	5	20	0.9
4	5	4	1
4	5	7	0.571429
59	5	62	0.951613
11	5	12	0.916667
8	5	8	1
8	5	8	1
13	5	13	1
1	5	2	0.5
0	5	0	0
2	5	2	1
0	5	0	0
5	5	6	0.833333
6	5	7	0.857143
6	5	6	1
9	5	10	0.9
17	5	18	0.944444
15	5	15	1
5	5	7	0.714286
12	5	12	1
78	5	78	1
22	5	23	0.956522
14	5	14	1
32	5	36	0.888889
16	5	16	1
6	5	9	0.666667
2	5	2	1
4	5	5	0.8
2	4	3	0.666667
6	5	8	0.75
49	5	49	1
10	5	10	1
22	5	28	0.785714
24	5	27	0.888889
17	5	17	1
6	5	8	0.75
0	5	0	0
39	5	47	0.829787
31	5	31	1
11	5	14	0.785714
21	5	24	0.875
1	5	1	1
0	5	0	0
7	5	18	0.388889
11	5	11	1
29	5	29	1
15	4	15	1
13	5	13	1
8	5	8	1
10	5	10	1
7	5	7	1
1	5	1	1
21	5	22	0.954545
49	5	50	0.98
35	5	35	1
92	5	93	0.989247
88	5	97	0.907216
60	5	62	0.967742
75	5	76	0.986842
70	5	74	0.945946
4	5	4	1
10	5	10	1
20	5	21	0.952381
37	5	38	0.973684
5	5	5	1
3	5	4	0.75
6	5	6	1
13	5	14	0.928571
1	5	1	1
59	5	59	1
13	5	14	0.928571
23	5	27	0.851852
66	5	67	0.985075
32	5	32	1
38	5	38	1
27	5	29	0.931034
3	5	3	1
1	5	1	1
57	5	60	0.95
52	5	54	0.962963
28	5	29	0.965517
18	5	18	1
61	5	62	0.983871
2	5	2	1
30	5	36	0.833333
17	5	18	0.944444
3	5	3	1
16	5	16	1
8	5	9	0.888889
133	5	156	0.852564
12	5	13	0.923077
20	5	20	1
11	5	12	0.916667
12	5	12	1
14	5	16	0.875
26	5	28	0.928571
2	4	3	0.666667
4	4	4	1
3	5	6	0.5
11	5	14	0.785714
9	5	11	0.818182
308	4	485	0.635052
21	5	24	0.875
46	5	48	0.958333
4	5	4	1
13	5	16	0.8125
28	5	29	0.965517
90	5	91	0.989011
9	5	9	1
2	5	2	1
14	5	15	0.933333
29	5	29	1
13	5	14	0.928571
8	5	8	1
11	5	14	0.785714
28	5	29	0.965517
14	2	17	0.823529
41	5	42	0.97619
3	5	5	0.6
49	5	49	1
10	5	10	1
14	5	14	1
18	5	18	1
7	4	7	1
1	5	2	0.5
4	5	4	1
21	5	21	1
67	5	74	0.905405
8	5	10	0.8
4	5	4	1
36	5	40	0.9
6	5	6	1
20	5	23	0.869565
15	4	15	1
6	5	6	1
1	5	1	1
4	5	4	1
34	5	34	1
1	4	1	1
4	4	4	1
0	5	0	0
3	5	4	0.75
39	5	40	0.975
14	5	14	1
20	5	20	1
7	5	7	1
22	4	22	1
3	5	3	1
29	5	30	0.966667
6	5	7	0.857143
46	5	46	1
13	5	13	1
19	5	21	0.904762
4	5	4	1
3	5	3	1
0	5	0	0
11	5	11	1
4	5	4	1
12	5	12	1
2	5	2	1
4	5	4	1
71	5	73	0.972603
3	5	3	1
72	4	77	0.935065
3	5	3	1
4	5	4	1
13	5	14	0.928571
4	5	4	1
45	5	47	0.957447
0	5	0	0
4	5	4	1
39	5	42	0.928571
39	5	42	0.928571
74	5	78	0.948718
17	5	18	0.944444
1	4	1	1
5	5	5	1
5	4	5	1
13	4	13	1
0	5	0	0
2	4	2	1
30	5	31	0.967742
2	5	2	1
3	5	4	0.75
7	5	7	1
101	5	108	0.935185
5	4	5	1
4	5	5	0.8
6	5	6	1
20	5	20	1
21	4	21	1
28	4	29	0.965517
4	5	6	0.666667
1	5	2	0.5
160	5	166	0.963855
14	4	14	1
16	5	16	1
22	5	25	0.88
4	5	6	0.666667
10	5	10	1
20	5	21	0.952381
23	5	24	0.958333
15	5	15	1
3	5	3	1
6	5	6	1
13	5	13	1
16	5	17	0.941176
11	5	11	1
27	5	27	1
11	5	12	0.916667
27	4	29	0.931034
2	4	2	1
64	5	68	0.941176
13	5	15	0.866667
43	5	44	0.977273
57	5	58	0.982759
31	5	32	0.96875
24	5	24	1
3	5	7	0.428571
4	5	5	0.8
35	5	36	0.972222
1	5	3	0.333333
17	5	17	1
78	5	88	0.886364
95	5	101	0.940594
52	5	55	0.945455
7	5	10	0.7
2	5	5	0.4
6	5	6	1
5	5	5	1
13	5	13	1
1	5	1	1
4	5	4	1
13	5	13	1
4	5	4	1
1	4	1	1
32	5	32	1
14	5	14	1
45	5	45	1
9	5	11	0.818182
13	5	13	1
16	5	18	0.888889
7	4	7	1
18	4	18	1
10	5	11	0.909091
39	5	41	0.95122
5	5	5	1
8	4	9	0.888889
9	5	9	1
13	5	13	1
2	5	2	1
7	5	7	1
12	5	13	0.923077
2	5	2	1
8	4	8	1
9	3	9	1
1	4	1	1
10	4	11	0.909091
6	4	7	0.857143
9	5	11	0.818182
7	5	7	1
8	5	8	1
8	4	9	0.888889
7	5	7	1
17	5	18	0.944444
31	5	35	0.885714
10	5	10	1
0	4	0	0
10	4	11	0.909091
6	5	6	1
16	5	16	1
36	5	38	0.947368
2	5	2	1
20	4	22	0.909091
36	4	37	0.972973
11	5	11	1
103	5	117	0.880342
5	5	6	0.833333
154	4	167	0.922156
48	5	55	0.872727
19	5	19	1
24	4	26	0.923077
4	5	4	1
12	5	12	1
5	4	7	0.714286
5	5	5	1
29	5	32	0.90625
17	4	17	1
79	5	81	0.975309
69	5	70	0.985714
11	4	11	1
19	5	22	0.863636
3	4	3	1
14	5	18	0.777778
4	4	4	1
13	5	14	0.928571
1	4	1	1
37	5	38	0.973684
8	5	9	0.888889
7	5	8	0.875
59	5	59	1
2	5	2	1
44	5	46	0.956522
14	5	15	0.933333
87	5	88	0.988636
90	5	148	0.608108
6	5	7	0.857143
8	4	12	0.666667
0	5	0	0
5	5	5	1
1	4	1	1
46	5	47	0.978723
21	5	21	1
13	5	13	1
6	5	7	0.857143
19	5	19	1
